provider,scenario_id,task_family,perturbation_family,lambda,sample_size,threshold,bandwidth,median_mmd2,mean_mmd2,q025_mmd2,q975_mmd2,median_rho,mean_rho,q025_rho,q975_rho,exceedance_rate
openai,EX01,explanation,context_removal,1.0,30,0.037600032586537116,0.2794632079238498,0.7342508599137605,0.7344795013913559,0.7082590641662037,0.7638779814872094,19.527931477821717,19.534012362913217,18.83666091342164,20.31588615592636,1.0
openai,EX01,explanation,surface,0.25,30,0.037600032586537116,0.2794632079238498,0.07942750163612233,0.07963350037025642,0.06808435886871639,0.09241712400469851,2.112431723385308,2.1179104083747418,1.8107526559190894,2.4579001039958923,1.0
openai,EX01,explanation,surface,0.5,30,0.037600032586537116,0.2794632079238498,0.4032980886517931,0.4037734042596286,0.37587140227672156,0.4326287462195242,10.72600370022541,10.738645061818422,9.996571184124564,11.506073704160276,1.0
openai,EX01,explanation,surface,0.75,30,0.037600032586537116,0.2794632079238498,0.4126101027504347,0.41327952141311647,0.3849135610637025,0.4438267582776715,10.973663435019784,10.991467107427278,10.23705392216928,11.803892915682896,1.0
openai,EX01,explanation,surface,1.0,30,0.037600032586537116,0.2794632079238498,0.5931411756763212,0.5932384887689972,0.5443545712880749,0.6448751886255386,15.775017596359703,15.777605708283595,14.4775026467127,17.150921003628053,1.0
openai,EX02,explanation,semantic,0.25,30,0.03963474852009134,0.32580082054474346,0.05057797416093435,0.05138584394705899,0.03505560801745328,0.07410294635513177,1.2761018058508875,1.2964846723074546,0.8844665180525406,1.8696459324718075,0.895
openai,EX02,explanation,semantic,0.5,30,0.03963474852009134,0.32580082054474346,0.17758223354068026,0.17858058539183988,0.15726525691516502,0.2050376380119657,4.480468280268301,4.505657082731713,3.9678631197936154,5.173178729973008,1.0
openai,EX02,explanation,semantic,0.75,30,0.03963474852009134,0.32580082054474346,0.21358498941210058,0.21394058350563228,0.1937145223734084,0.23763691942343992,5.388831704175736,5.397803480377406,4.887492152882264,5.9956711798733595,1.0
openai,EX02,explanation,semantic,1.0,30,0.03963474852009134,0.32580082054474346,0.3193685035726423,0.32037310893415305,0.29243803541815266,0.35176030031620603,8.057790587740211,8.08313716868298,7.378324483878387,8.875048119401953,1.0
openai,EX02,explanation,context_removal,0.25,30,0.03963474852009134,0.32580082054474346,0.14713400987550307,0.14785324095053176,0.12975539307919143,0.16981951402899464,3.7122478473887384,3.730394324959149,3.273778639302248,4.28461187139641,1.0
openai,EX02,explanation,context_removal,0.5,30,0.03963474852009134,0.32580082054474346,0.17671573477697833,0.1775004542935216,0.1523963346291974,0.20776477736638374,4.45860618208285,4.478404958304313,3.8450183316275073,5.241985508273509,1.0
openai,EX02,explanation,context_removal,0.75,30,0.03963474852009134,0.32580082054474346,0.2738196901457688,0.2744558301426642,0.24186925794318911,0.3103827785494377,6.908576447935987,6.924626505540692,6.102454713963496,7.831077277861391,1.0
openai,EX02,explanation,context_removal,1.0,30,0.03963474852009134,0.32580082054474346,0.4089586895161713,0.40933125916179425,0.38087899573133355,0.4405484919765993,10.31818555147045,10.327585627402158,9.609724041474902,11.11520845788336,1.0
openai,EX02,explanation,surface,0.25,30,0.03963474852009134,0.32580082054474346,0.17954607826818353,0.18000376270796736,0.16309066414401066,0.20009470541356456,4.5300168405804175,4.541564395614148,4.114840392170976,5.048466633064017,1.0
openai,EX02,explanation,surface,0.5,30,0.03963474852009134,0.32580082054474346,0.2016332867401226,0.20255800059290896,0.17742557322718505,0.23237680114675321,5.087285633663406,5.11061652101135,4.476515680104438,5.862956365900961,1.0
openai,EX02,explanation,surface,0.75,30,0.03963474852009134,0.32580082054474346,0.315735852413949,0.3159627854560705,0.2980522718992587,0.33550449790346903,7.96613739718567,7.971863005410644,7.519973836800612,8.464907951501136,1.0
openai,EX02,explanation,surface,1.0,30,0.03963474852009134,0.32580082054474346,0.4205671206194964,0.4216239439605814,0.38799688017611517,0.4609791283148038,10.611070747839001,10.637734808557067,9.78931101277039,11.630681296769874,1.0
openai,EX03,explanation,semantic,0.25,30,0.03780845474972803,0.2722313682111591,0.1544655316129679,0.15510382361995317,0.1332356256536051,0.18024776069217677,4.085475924246257,4.102358180112318,3.523963794224188,4.767392951796671,1.0
openai,EX03,explanation,semantic,0.5,30,0.03780845474972803,0.2722313682111591,0.5947942821730005,0.5951586363047606,0.5684214946446756,0.6218703709691107,15.731779733137046,15.741416575853101,15.03424295987036,16.4479181993965,1.0
openai,EX03,explanation,semantic,0.75,30,0.03780845474972803,0.2722313682111591,0.4089766980944832,0.4093082426446276,0.38283227591965807,0.43784589056684325,10.817069906762725,10.825838965227002,10.125573193980163,11.580634370411365,1.0
openai,EX03,explanation,semantic,1.0,30,0.03780845474972803,0.2722313682111591,0.5187736861482628,0.5190587916599956,0.48937737596901504,0.5521410277519921,13.721102583595924,13.72864337079868,12.943596325436584,14.603639090961895,1.0
openai,EX03,explanation,context_removal,0.25,30,0.03780845474972803,0.2722313682111591,0.39579731817197056,0.39584272156071004,0.3656449925148068,0.42676740196038837,10.468487030002667,10.469687909251501,9.670984834878421,11.287618200356583,1.0
openai,EX03,explanation,context_removal,0.5,30,0.03780845474972803,0.2722313682111591,0.6866633105294082,0.687330316256518,0.6523547122124502,0.7251821925983638,18.161633821714116,18.179275529938504,17.254201911469096,19.180423992429375,1.0
openai,EX03,explanation,context_removal,0.75,30,0.03780845474972803,0.2722313682111591,0.6161604240059106,0.616381041730833,0.5767487519515333,0.657505459704801,16.29689518084161,16.302730323440866,15.25449150908983,17.390434601391128,1.0
openai,EX03,explanation,context_removal,1.0,30,0.03780845474972803,0.2722313682111591,0.6385797486522584,0.638832199284446,0.612945365417114,0.6665265444815022,16.889866377224845,16.896543471908,16.211859740750796,17.629034270074122,1.0
openai,EX03,explanation,surface,0.25,30,0.03780845474972803,0.2722313682111591,0.3068970024562753,0.3073011905510569,0.27720971372245795,0.3395750132824937,8.117152750298079,8.127843165906363,7.331950368176631,8.981457071713209,1.0
openai,EX03,explanation,surface,0.5,30,0.03780845474972803,0.2722313682111591,0.4646595502136487,0.46541005740986824,0.4452733855413925,0.4885458764893645,12.289831819085153,12.30968206689844,11.777085006220613,12.921603903763847,1.0
openai,EX03,explanation,surface,0.75,30,0.03780845474972803,0.2722313682111591,0.7015448630615893,0.7019303279428846,0.6829070329719406,0.7216602253408202,18.555237650029476,18.565432853294112,18.06228362128058,19.087271091025254,1.0
openai,EX03,explanation,surface,1.0,30,0.03780845474972803,0.2722313682111591,0.6201874465161515,0.6202705942531624,0.5987001415673868,0.6421201660165715,16.40340634446619,16.405605528155693,15.835086240113887,16.983507267542862,1.0
openai,EX04,explanation,semantic,0.25,30,0.04564013655540622,0.3383352398725664,0.03391680824352139,0.03518940037601325,0.023292036326085973,0.05400686365525297,0.7431355557481092,0.771018735522275,0.5103410744139625,1.1833195018969698,0.104
openai,EX04,explanation,semantic,0.5,30,0.04564013655540622,0.3383352398725664,0.298926389996146,0.2998263381174937,0.2748266334954573,0.332461392742307,6.549638378782134,6.569356727351385,6.021599719839207,7.284408370222676,1.0
openai,EX04,explanation,semantic,0.75,30,0.04564013655540622,0.3383352398725664,0.3542029537137211,0.3547871779220752,0.33197392731929437,0.38206593246996634,7.760777693636516,7.773578361041287,7.2737277399747615,8.371270581238202,1.0
openai,EX04,explanation,semantic,1.0,30,0.04564013655540622,0.3383352398725664,0.3690005809573,0.36929624085245394,0.3530089239956721,0.38649688097923063,8.085001685070345,8.09147975278592,7.734615858721769,8.468355052137742,1.0
openai,EX04,explanation,context_removal,0.25,30,0.04564013655540622,0.3383352398725664,0.23549323468567973,0.23609681530840765,0.20369612916977933,0.2724802930120199,5.159783744288224,5.173008521168441,4.463092018195351,5.970190134756373,1.0
openai,EX04,explanation,context_removal,0.5,30,0.04564013655540622,0.3383352398725664,0.5779182624572854,0.5792610640191083,0.5296311954141247,0.6375077995760323,12.662500730156758,12.691922236382812,11.604505056008389,13.968139617683013,1.0
openai,EX04,explanation,context_removal,0.75,30,0.04564013655540622,0.3383352398725664,0.45542711254872104,0.4561854568987819,0.4238553326321837,0.4928147756295796,9.978653591359034,9.995269324950023,9.286898870638385,10.797837447995192,1.0
openai,EX04,explanation,context_removal,1.0,30,0.04564013655540622,0.3383352398725664,0.579341488254816,0.5797523046372359,0.5600312535434926,0.6019968236726452,12.693684374749996,12.702685583191192,12.270586720607765,13.190074988970137,1.0
openai,EX04,explanation,surface,0.25,30,0.04564013655540622,0.3383352398725664,0.26992411985721904,0.2704912879685574,0.24769485737078756,0.29644762252635354,5.914183002707201,5.926609961830117,5.427127876142328,6.495327247026792,1.0
openai,EX04,explanation,surface,0.5,30,0.04564013655540622,0.3383352398725664,0.2121586159783161,0.2127590493319361,0.19631398485888613,0.2322471206403997,4.648509666941065,4.661665485458196,4.301345256067866,5.088659635329011,1.0
openai,EX04,explanation,surface,0.75,30,0.04564013655540622,0.3383352398725664,0.44839831825021353,0.44959609268069783,0.41983703668239886,0.48530569484499836,9.824648918520804,9.850892802104068,9.198855839809442,10.633309439288091,1.0
