target,degree,n_terms,method,train_rmse,train_mae,train_max_error,eval_rmse,eval_mae,eval_max_error,condition_number
phi1_periodic,12,91,L2,2.723985739459708e-08,2.090158597906907e-08,1.2091691480725641e-07,2.4666903237978774e-08,2.006032024960271e-08,8.534852718490582e-08,11.858716675852053
phi1_periodic,12,91,Linf,4.0004515211344475e-08,3.4644689574667114e-08,1.305140365781554e-07,3.80547188018511e-08,3.321015305941117e-08,1.2391656090127157e-07,11.858716675852053
phi2_localised,1,3,L2,0.259015075367927,0.21569490881234368,0.6600868381475771,0.25851664346388853,0.2124904254687068,0.6600868381475771,1.6770509831248426
phi2_localised,1,3,Linf,0.309406792736145,0.27759217995257446,0.4908421805556343,0.2990438753744248,0.2669605255696051,0.49084218055563156,1.6770509831248426
phi2_localised,2,6,L2,0.10573115399763648,0.08565542096331723,0.3570923575822561,0.10204025076825039,0.08436866726463041,0.34738122025043733,2.8165355891089043
phi2_localised,2,6,Linf,0.15067277669776952,0.13776197222830505,0.20490292221325507,0.1522965411461179,0.13958006286879224,0.204913387139141,2.8165355891089043
phi2_localised,3,10,L2,0.10573115399763648,0.08565542096331723,0.3570923575822563,0.10204025076825039,0.08436866726463041,0.34738122025043744,3.52874327028453
phi2_localised,3,10,Linf,0.15067277669777007,0.13776197222830558,0.20490292221325646,0.15229654114611849,0.13958006286879282,0.2049133871391424,3.52874327028453
phi2_localised,4,15,L2,0.03130370014037158,0.024772061847246014,0.16159264403036588,0.02957274799362877,0.02449942372775646,0.15056790720807675,4.428298804535025
phi2_localised,4,15,Linf,0.04165351024738377,0.03724907488583843,0.06091603177730397,0.04134362224409419,0.03672199382795013,0.06098817428777088,4.428298804535025
phi2_localised,5,21,L2,0.03130370014037158,0.02477206184724599,0.16159264403036594,0.029572747993628773,0.024499423727756455,0.15056790720807664,5.144739949812352
phi2_localised,5,21,Linf,0.04165351024738994,0.03724907488584454,0.06091603177738483,0.041343622244099924,0.036721993827955504,0.06098817428783533,5.144739949812352
