experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
grid_robustness,interaction,4,15,L2,41,251,0.3031395699489182,0.22251539033993967,0.5395193431318559,0.7827597101543623,2.9930024773674098,0.28203441374470156,0.21422109961011934,0.507191731281342,0.7612331524047777,2.885222391417614,4.55448967549307,
grid_robustness,interaction,4,15,Linf,41,251,0.5158444337772774,0.4640166581220586,0.7302786265751784,0.739982470187731,0.7399824701877449,0.5115613585134999,0.45976844058359057,0.7286421604243002,0.737930606636484,0.7421879970299631,4.55448967549307,0.7399824701877322
grid_robustness,interaction,5,21,L2,41,251,0.2236990199065641,0.17668057223154368,0.3596340164139529,0.7038602865142526,1.4052011779212712,0.21030348620945502,0.17148448779345413,0.34978120757455367,0.6119988540937263,1.3334377914308368,5.2987495789197245,
grid_robustness,interaction,5,21,Linf,41,251,0.29523268833095273,0.2631694249877831,0.44373244024100733,0.4479605052171604,0.4479605052178942,0.2955846962599989,0.2636594214847125,0.4430961844122999,0.44768048811982,0.4495918413699643,5.2987495789197245,0.4479605052171612
grid_robustness,interaction,6,28,L2,41,251,0.08989662635452353,0.07250291295367566,0.17660502595593175,0.265361280299923,0.6131431184605269,0.08293391957059107,0.06920307432068214,0.14734786814290224,0.23824922659847236,0.5368271330921688,6.171132403949876,
grid_robustness,interaction,6,28,Linf,41,251,0.11815152721777632,0.10371466283868783,0.18915229546823764,0.19727045248040015,0.19727045249078423,0.11656386036372511,0.10228836183254343,0.18703953982309474,0.19598391045521946,0.20055843365685905,6.171132403949876,0.1972704524804018
grid_robustness,interaction,7,36,L2,41,251,0.0591926896391927,0.04186587944023884,0.10857403582354219,0.16685017538189853,0.818167013759952,0.052856571859464005,0.04024939797312426,0.10789571787321409,0.14297173391684206,0.7377128120301617,6.982034131205221,
grid_robustness,interaction,7,36,Linf,41,251,0.1017505822952311,0.09017644349930155,0.15283507163718069,0.15407348634120677,0.1540734863413038,0.10167213219368758,0.0904320418125563,0.1523916139034095,0.15425447807821824,0.1573084452150464,6.982034131205221,0.15407348634120663
grid_robustness,interaction,8,45,L2,41,251,0.03337864850171262,0.02530633726205922,0.05449131332042548,0.10269299026226981,0.2693320253786773,0.03019521330650048,0.024418612767262867,0.05130915762819377,0.07245809855705829,0.24625126088865623,7.887919024107046,
grid_robustness,interaction,8,45,Linf,41,251,0.046441947635092226,0.04136194176465059,0.06867787419795876,0.06898684360519812,0.06898684360652707,0.04641746914537612,0.041407759958919106,0.06851701572318092,0.06918778187960406,0.06995327994062334,7.887919024107046,0.06898684360519772
grid_robustness,interaction,9,55,L2,41,251,0.009409406421470562,0.007384464148863997,0.01576974166497236,0.03182402042116195,0.05123043469555741,0.00846538198058631,0.00701150661939372,0.0145930732741828,0.023776145311667635,0.04499368832969724,8.811626449575593,
