experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
primary,interaction,11,78,Linf,31,201,0.003745980080858892,0.0033301609897834167,0.005509863297464501,0.005509863300167328,0.005509863524897955,0.0036962747950266862,0.00326949987517247,0.005504171353724441,0.00559704594836366,0.006211513443118488,10.761903124203743,0.005509863297471698
primary,interaction,12,91,L2,31,201,0.000644709680030744,0.0005118744676963014,0.0011315919499615662,0.001968609737956582,0.0025834791037214516,0.0005809718936661781,0.0004830872698875115,0.0010078429990988125,0.0014050372397200438,0.0023026870527951687,11.858716675852053,
primary,interaction,12,91,Linf,31,201,0.0008286107264627436,0.0007402673703341725,0.0011951202842833825,0.001195120284292145,0.0011952012242196774,0.0008178078331254278,0.0007263981038453045,0.0011953451369437484,0.0012285157510708578,0.001659876112266867,11.858716675852053,0.001195120284283743
primary,interaction,13,105,L2,31,201,0.0002579326724209877,0.0001801123246199009,0.00048822486053390346,0.0009041865875659249,0.0017679817602792025,0.0002339423497623062,0.0001732023543769864,0.0004705542468564916,0.0007868155995091053,0.0014816834375508958,12.900554827496903,
primary,interaction,13,105,Linf,31,201,0.0004549403807211106,0.0004044980036718505,0.0006633997767093653,0.0006633997767786586,0.0006633997814412262,0.000453894831559477,0.0004047374279826091,0.0006678388794555401,0.0006992428923154881,0.0009291208714186233,12.900554827496903,0.0006633997767086461
primary,interaction,14,120,L2,31,201,0.0001299428380775137,9.320581405674493e-05,0.0002274783043288986,0.00045943964179828587,0.0006431637088799569,0.00011986604956743122,9.066321880615635e-05,0.00021823561642786427,0.0003311273337482934,0.0007259615804097175,14.085497427313248,
primary,interaction,14,120,Linf,31,201,0.00019233017957391078,0.00017066104793550177,0.00027640368350623223,0.000276403737789499,0.0002764264586140319,0.00019049664801341508,0.000169174876284509,0.000278822652174604,0.00029005043438842804,0.00034744072742376453,14.085497427313248,0.00027640368344380805
primary,interaction,15,136,L2,31,201,3.0150728072231425e-05,2.3511627743532027e-05,5.522602873768434e-05,9.116906944057752e-05,0.00015633436606417653,2.8355212277693476e-05,2.280998344415491e-05,4.915886790432533e-05,7.857738623247984e-05,0.00016007804236507772,15.174287440626356,
primary,interaction,15,136,Linf,31,201,3.9526281993582884e-05,3.525983766094039e-05,5.53403087900084e-05,5.5340419708693746e-05,5.5360757688360795e-05,3.9083295783356024e-05,3.494301074656575e-05,5.611057121768237e-05,5.918619573869188e-05,9.078814531102153e-05,15.174287440626356,5.534030877956658e-05
primary,interaction,16,153,L2,31,201,7.305771953755061e-06,5.248922329133338e-06,1.2799410531783018e-05,2.4427289016704102e-05,6.018027055842978e-05,7.051930181630442e-06,5.196053830046765e-06,1.3053215738967339e-05,2.286595851452855e-05,6.0426123727030934e-05,16.47063255067484,
