provider,scenario_id,perturbation_family,lambda,sample_size,reference_n,median_rho,mean_rho,sd_rho,median_mmd2,exceedance_rate,relative_deviation_vs_reference,exceedance_agreement_vs_reference
openai,CP01,surface,1.0,25,30,13.933139894430528,13.952951344963097,0.47606213782379075,0.6745346199759024,1.0,0.17706666280489844,1.0
openai,CP01,surface,1.0,30,30,16.93106751747408,16.94211634982122,0.4321991652206875,0.6677514549705614,1.0,0.0,1.0
openai,CP02,semantic,0.25,3,30,0.6140227476533917,0.6394296927318189,0.17281000796261156,0.2555528083874753,0.036,0.16458000992008837,0.93
openai,CP02,semantic,0.25,5,30,0.6310571944210814,0.6651172340763124,0.18637153948673896,0.15445894860964615,0.055,0.1414034787507361,0.905
openai,CP02,semantic,0.25,7,30,0.6422968042877355,0.6701461817264404,0.17609643186377683,0.11345776837773691,0.053,0.12611121995545996,0.909
openai,CP02,semantic,0.25,10,30,0.6578917998213398,0.6938558798620257,0.17782877700830774,0.07813838409308904,0.06,0.10489316074874414,0.898
openai,CP02,semantic,0.25,15,30,0.6695126785931371,0.702735254016998,0.17997018509055804,0.05412171828794732,0.067,0.08908215950268773,0.897
openai,CP02,semantic,0.25,20,30,0.6838864810864234,0.7105136226816514,0.16053533406974518,0.0418954340673412,0.055,0.0695256170419347,0.903
openai,CP02,semantic,0.25,25,30,0.7231563314075664,0.7471866465432847,0.1501174055551421,0.035088067474067564,0.062,0.016096296888721117,0.9
openai,CP02,semantic,0.25,30,30,0.7349868987389896,0.7498299828200715,0.1284828716859538,0.029765732369667397,0.042,0.0,1.0
openai,CP02,semantic,0.5,3,30,1.0505252036276809,1.089857469010274,0.33349219168549105,0.43722267146432037,0.551,0.7840860740841598,0.551
openai,CP02,semantic,0.5,5,30,1.3336962875498828,1.383674618238287,0.4195262862544797,0.3264384403834021,0.813,0.7258860611531464,0.813
openai,CP02,semantic,0.5,7,30,1.6216428639150553,1.6502296700610968,0.48367372558772936,0.2864532085746787,0.923,0.6667045436204512,0.923
openai,CP02,semantic,0.5,10,30,2.092927415053999,2.1413644308356607,0.5648501792672567,0.24857881840274726,0.994,0.5698416627409575,0.994
openai,CP02,semantic,0.5,15,30,2.7778241409207167,2.819795949832739,0.6264218882883954,0.22455230560276257,1.0,0.4290751771600955,1.0
openai,CP02,semantic,0.5,20,30,3.4288600955844695,3.471806716062965,0.5695166851589119,0.2100547181931247,1.0,0.2952680791500636,1.0
openai,CP02,semantic,0.5,25,30,4.184572656969072,4.194316635990102,0.5229510798995866,0.20303848747625403,1.0,0.1399468498934887,1.0
openai,CP02,semantic,0.5,30,30,4.865481460594434,4.879717871076651,0.37276124627373103,0.1970438102422052,1.0,0.0,1.0
openai,CP02,semantic,0.75,3,30,1.7184169616691922,1.7096741953256234,0.30705609840800596,0.7151954584964777,0.995,0.8508423321882979,0.995
openai,CP02,semantic,0.75,5,30,2.472916514472962,2.4679913495004557,0.42210189726003033,0.6052764918960005,1.0,0.7853521769049917,1.0
