provider,scenario_id,sample_size,bandwidth,threshold,calibration_mean,calibration_median,calibration_sd,B
gemini,CR03,5,0.16068393644468762,0.26501168631114297,0.1565239059080813,0.14660408882892006,0.05665662090430519,2000
gemini,CR03,7,0.16068393644468762,0.1940810451952453,0.11501359437738123,0.10720609072989074,0.041854077952900144,2000
gemini,CR03,10,0.16068393644468762,0.1312074912281983,0.07861713405904992,0.0732383123764736,0.02777027583411279,2000
gemini,CR03,15,0.16068393644468762,0.0902388398796587,0.05339515734449511,0.049821714911034376,0.019119992619393296,2000
gemini,CR03,20,0.16068393644468762,0.0650173923049027,0.03922310440386216,0.036488629672877804,0.013500068269213983,2000
gemini,CR03,25,0.16068393644468762,0.05100646753881992,0.031115485141653947,0.028892076718962767,0.010593176069785586,2000
gemini,CR03,30,0.16068393644468762,0.04323358391578895,0.02608261767112558,0.024314283639864098,0.008830173623650179,2000
gemini,CR04,3,0.23553652323257881,0.4616158188428765,0.26711673688907833,0.2458535502792346,0.10359669430861061,2000
gemini,CR04,5,0.23553652323257881,0.2856904160522184,0.16147263852004437,0.14750720082722613,0.06480333731209252,2000
gemini,CR04,7,0.23553652323257881,0.20455955794895234,0.11698024541755041,0.10731774120975401,0.045223879760451564,2000
gemini,CR04,10,0.23553652323257881,0.1420134286743279,0.0812609290966348,0.0739632990564757,0.03173357763432623,2000
gemini,CR04,15,0.23553652323257881,0.09653895403141809,0.05401628488520321,0.049069053152583586,0.021266320906737596,2000
gemini,CR04,20,0.23553652323257881,0.07027989837054847,0.04077693354027792,0.03703801603629786,0.01532419021517612,2000
gemini,CR04,25,0.23553652323257881,0.0549953282993983,0.03246903254657544,0.029349341638083892,0.01239225653539797,2000
gemini,CR04,30,0.23553652323257881,0.0484277688379212,0.027024218157226595,0.02445904838286228,0.010507065591129674,2000
gemini,CR05,3,0.2746026103298065,0.41472354253254395,0.26324848870359235,0.24895791842902093,0.0792899449396049,2000
gemini,CR05,5,0.2746026103298065,0.25559327295167916,0.1589770626347717,0.14893203117753762,0.05125917151221048,2000
gemini,CR05,7,0.2746026103298065,0.17982695840302737,0.11242969674432474,0.10590928950239253,0.036655463274996455,2000
gemini,CR05,10,0.2746026103298065,0.12626326996192838,0.07947611276991891,0.07405142905096718,0.026269659353987437,2000
gemini,CR05,15,0.2746026103298065,0.08549815854139851,0.051890185778120226,0.048055941544228875,0.01740630487213295,2000
gemini,CR05,20,0.2746026103298065,0.0644730700925928,0.03989476001536824,0.03717800719772191,0.01299614043077358,2000
