provider,scenario_id,perturbation_family,sample_size,reference_n,rank_stability_vs_reference
qwen,EX03,semantic,30,30,1.0
qwen,EX03,surface,3,30,0.7999999999999999
qwen,EX03,surface,5,30,0.7999999999999999
qwen,EX03,surface,7,30,0.7999999999999999
qwen,EX03,surface,10,30,1.0
qwen,EX03,surface,15,30,1.0
qwen,EX03,surface,20,30,1.0
qwen,EX03,surface,25,30,1.0
qwen,EX03,surface,30,30,1.0
qwen,EX04,context_removal,3,30,0.7999999999999999
qwen,EX04,context_removal,5,30,1.0
qwen,EX04,context_removal,7,30,1.0
qwen,EX04,context_removal,10,30,1.0
qwen,EX04,context_removal,15,30,1.0
qwen,EX04,context_removal,20,30,1.0
qwen,EX04,context_removal,25,30,1.0
qwen,EX04,context_removal,30,30,1.0
qwen,EX04,semantic,3,30,1.0
qwen,EX04,semantic,5,30,1.0
qwen,EX04,semantic,7,30,1.0
qwen,EX04,semantic,10,30,1.0
qwen,EX04,semantic,15,30,1.0
qwen,EX04,semantic,20,30,1.0
qwen,EX04,semantic,25,30,1.0
qwen,EX04,semantic,30,30,1.0
qwen,EX04,surface,3,30,1.0
qwen,EX04,surface,5,30,1.0
qwen,EX04,surface,7,30,1.0
qwen,EX04,surface,10,30,1.0
qwen,EX04,surface,15,30,1.0
qwen,EX04,surface,20,30,1.0
qwen,EX04,surface,25,30,1.0
qwen,EX04,surface,30,30,1.0
qwen,EX05,context_removal,3,30,1.0
qwen,EX05,context_removal,5,30,1.0
qwen,EX05,context_removal,7,30,1.0
qwen,EX05,context_removal,10,30,1.0
qwen,EX05,context_removal,15,30,1.0
qwen,EX05,context_removal,20,30,1.0
qwen,EX05,context_removal,25,30,1.0
qwen,EX05,context_removal,30,30,1.0
qwen,EX05,semantic,3,30,1.0
qwen,EX05,semantic,5,30,1.0
qwen,EX05,semantic,7,30,1.0
qwen,EX05,semantic,10,30,1.0
qwen,EX05,semantic,15,30,1.0
qwen,EX05,semantic,20,30,1.0
qwen,EX05,semantic,25,30,1.0
qwen,EX05,semantic,30,30,1.0
qwen,EX05,surface,3,30,1.0
qwen,EX05,surface,5,30,1.0
qwen,EX05,surface,7,30,1.0
qwen,EX05,surface,10,30,1.0
qwen,EX05,surface,15,30,1.0
qwen,EX05,surface,20,30,1.0
qwen,EX05,surface,25,30,1.0
qwen,EX05,surface,30,30,1.0
qwen,SU01,context_removal,3,30,1.0
qwen,SU01,context_removal,5,30,1.0
qwen,SU01,context_removal,7,30,1.0
qwen,SU01,context_removal,10,30,1.0
qwen,SU01,context_removal,15,30,1.0
qwen,SU01,context_removal,20,30,1.0
qwen,SU01,context_removal,25,30,1.0
qwen,SU01,context_removal,30,30,1.0
qwen,SU01,semantic,3,30,1.0
qwen,SU01,semantic,5,30,1.0
qwen,SU01,semantic,7,30,1.0
qwen,SU01,semantic,10,30,1.0
qwen,SU01,semantic,15,30,1.0
qwen,SU01,semantic,20,30,1.0
qwen,SU01,semantic,25,30,1.0
qwen,SU01,semantic,30,30,1.0
qwen,SU01,surface,3,30,1.0
qwen,SU01,surface,5,30,1.0
qwen,SU01,surface,7,30,1.0
qwen,SU01,surface,10,30,1.0
qwen,SU01,surface,15,30,1.0
qwen,SU01,surface,20,30,1.0
qwen,SU01,surface,25,30,1.0
qwen,SU01,surface,30,30,1.0
qwen,SU02,context_removal,3,30,1.0
qwen,SU02,context_removal,5,30,1.0
qwen,SU02,context_removal,7,30,1.0
qwen,SU02,context_removal,10,30,1.0
qwen,SU02,context_removal,15,30,1.0
qwen,SU02,context_removal,20,30,1.0
qwen,SU02,context_removal,25,30,1.0
qwen,SU02,context_removal,30,30,1.0
qwen,SU02,semantic,3,30,1.0
qwen,SU02,semantic,5,30,1.0
qwen,SU02,semantic,7,30,1.0
qwen,SU02,semantic,10,30,1.0
qwen,SU02,semantic,15,30,1.0
qwen,SU02,semantic,20,30,1.0
qwen,SU02,semantic,25,30,1.0
qwen,SU02,semantic,30,30,1.0
qwen,SU02,surface,3,30,1.0
qwen,SU02,surface,5,30,1.0
qwen,SU02,surface,7,30,1.0
qwen,SU02,surface,10,30,1.0
qwen,SU02,surface,15,30,1.0
qwen,SU02,surface,20,30,1.0
qwen,SU02,surface,25,30,1.0
qwen,SU02,surface,30,30,1.0
qwen,SU03,context_removal,3,30,1.0
qwen,SU03,context_removal,5,30,1.0
qwen,SU03,context_removal,7,30,1.0
qwen,SU03,context_removal,10,30,1.0
qwen,SU03,context_removal,15,30,1.0
qwen,SU03,context_removal,20,30,1.0
qwen,SU03,context_removal,25,30,1.0
qwen,SU03,context_removal,30,30,1.0
qwen,SU03,semantic,3,30,1.0
qwen,SU03,semantic,5,30,1.0
qwen,SU03,semantic,7,30,1.0
qwen,SU03,semantic,10,30,1.0
qwen,SU03,semantic,15,30,1.0
qwen,SU03,semantic,20,30,1.0
qwen,SU03,semantic,25,30,1.0
qwen,SU03,semantic,30,30,1.0
qwen,SU03,surface,3,30,1.0
qwen,SU03,surface,5,30,1.0
qwen,SU03,surface,7,30,1.0
qwen,SU03,surface,10,30,1.0
qwen,SU03,surface,15,30,1.0
qwen,SU03,surface,20,30,1.0
qwen,SU03,surface,25,30,1.0
qwen,SU03,surface,30,30,1.0
qwen,SU04,context_removal,3,30,1.0
qwen,SU04,context_removal,5,30,1.0
qwen,SU04,context_removal,7,30,1.0
qwen,SU04,context_removal,10,30,1.0
qwen,SU04,context_removal,15,30,1.0
qwen,SU04,context_removal,20,30,1.0
qwen,SU04,context_removal,25,30,1.0
qwen,SU04,context_removal,30,30,1.0
qwen,SU04,semantic,3,30,0.7999999999999999
qwen,SU04,semantic,5,30,0.7999999999999999
qwen,SU04,semantic,7,30,1.0
qwen,SU04,semantic,10,30,1.0
qwen,SU04,semantic,15,30,1.0
qwen,SU04,semantic,20,30,1.0
qwen,SU04,semantic,25,30,1.0
qwen,SU04,semantic,30,30,1.0
qwen,SU04,surface,3,30,1.0
qwen,SU04,surface,5,30,1.0
qwen,SU04,surface,7,30,1.0
qwen,SU04,surface,10,30,1.0
qwen,SU04,surface,15,30,1.0
qwen,SU04,surface,20,30,1.0
qwen,SU04,surface,25,30,1.0
qwen,SU04,surface,30,30,1.0
qwen,SU05,context_removal,3,30,1.0
qwen,SU05,context_removal,5,30,1.0
qwen,SU05,context_removal,7,30,1.0
qwen,SU05,context_removal,10,30,1.0
qwen,SU05,context_removal,15,30,1.0
qwen,SU05,context_removal,20,30,1.0
qwen,SU05,context_removal,25,30,1.0
qwen,SU05,context_removal,30,30,1.0
qwen,SU05,semantic,3,30,1.0
qwen,SU05,semantic,5,30,1.0
qwen,SU05,semantic,7,30,0.7999999999999999
qwen,SU05,semantic,10,30,1.0
qwen,SU05,semantic,15,30,1.0
qwen,SU05,semantic,20,30,1.0
qwen,SU05,semantic,25,30,1.0
qwen,SU05,semantic,30,30,1.0
qwen,SU05,surface,3,30,1.0
qwen,SU05,surface,5,30,1.0
qwen,SU05,surface,7,30,1.0
qwen,SU05,surface,10,30,1.0
qwen,SU05,surface,15,30,1.0
qwen,SU05,surface,20,30,1.0
qwen,SU05,surface,25,30,1.0
qwen,SU05,surface,30,30,1.0
