provider,scenario_id,perturbation_family,lambda,sample_size,reference_n,median_rho,mean_rho,sd_rho,median_mmd2,exceedance_rate,relative_deviation_vs_reference,exceedance_agreement_vs_reference,theta,rho_reconstruction_relative_error
openai,CP01,semantic,0.75,10,30,3.0073113130458973,3.027686284673428,0.4138369625842347,0.3653291301604587,1.0,0.6169434079752858,1.0,0.121480316512507,2.9533969956723597e-16
openai,CP01,semantic,0.75,15,30,4.252420975965983,4.276463187917317,0.462076162889856,0.3377965653653862,1.0,0.4583474348526558,1.0,0.079436294589496,1.0443208994593558e-15
openai,CP01,semantic,0.75,20,30,5.467865738845783,5.472702913165131,0.4636082036805296,0.3229377322139707,1.0,0.3035300314653539,1.0,0.0590610208147027,4.8730809905783e-16
openai,CP01,semantic,0.75,25,30,6.527080287092876,6.526503156680408,0.4284880561463952,0.3159906276952187,1.0,0.1686124679545833,1.0,0.0484122477120561,4.082277437845252e-16
openai,CP01,semantic,0.75,30,30,7.85082772535049,7.868376350238416,0.3340142679864702,0.3096320790709432,1.0,0.0,1.0,0.0394394183521738,6.787909128349701e-16
openai,CP01,semantic,1.0,3,30,1.5720881406831668,1.5677481479764157,0.2863423654134305,0.6217472530513131,0.98,0.8234000888976124,0.98,0.3954913448943941,0.0
openai,CP01,semantic,1.0,5,30,2.044433282306321,2.048032219168341,0.342630442517019,0.4978066495331666,1.0,0.7703393807467042,1.0,0.2434937123365512,2.1721873425435848e-16
openai,CP01,semantic,1.0,7,30,2.567439001879295,2.580857995935852,0.3831798823166917,0.447204408729055,1.0,0.7115877362349083,1.0,0.1741830705234724,3.459394435661384e-16
openai,CP01,semantic,1.0,10,30,3.364073155795416,3.3687569589269457,0.4152801119929308,0.4086686717372555,1.0,0.6220981477557431,1.0,0.121480316512507,2.640187589767561e-16
openai,CP01,semantic,1.0,15,30,4.763352525388079,4.777687236200169,0.4489461109184798,0.3783830744403475,1.0,0.4649106428808041,1.0,0.079436294589496,9.323038920237839e-16
openai,CP01,semantic,1.0,20,30,6.1718306602301,6.18255614267021,0.4602315373054514,0.3645146190886705,1.0,0.3066897982819344,1.0,0.0590610208147027,7.195421169146368e-16
openai,CP01,semantic,1.0,25,30,7.365888622537239,7.3908123963929775,0.4175012865508548,0.3565992246136887,1.0,0.172555760540957,1.0,0.0484122477120561,6.028997078387706e-16
openai,CP01,semantic,1.0,30,30,8.901975832658918,8.900237455048673,0.3298317087424762,0.351088749025176,1.0,0.0,1.0,0.0394394183521738,5.98639068267277e-16
openai,CP01,context_removal,0.25,3,30,0.7584650333178363,0.7936598329768035,0.2307976024440868,0.2999663560822425,0.176,0.6430826509939632,0.176,0.3954913448943941,1.4637761476868445e-16
openai,CP01,context_removal,0.25,5,30,0.8378421859660327,0.8746274479999873,0.2498909363667958,0.2040093042130404,0.268,0.6057294683812987,0.268,0.2434937123365512,0.0
openai,CP01,context_removal,0.25,7,30,0.9277885680083616,0.974105310838098,0.2811073918445555,0.1616050615722719,0.417,0.563402633496375,0.417,0.1741830705234724,2.3932673087542304e-16
openai,CP01,context_removal,0.25,10,30,1.081594188824642,1.125576004496395,0.291319999604628,0.1313924043965058,0.622,0.491025012864561,0.622,0.121480316512507,0.0
openai,CP01,context_removal,0.25,15,30,1.3792282254325527,1.4086469256205396,0.3102833358044066,0.1095607796216081,0.92,0.350964829924598,0.92,0.079436294589496,3.2198384695236907e-16
openai,CP01,context_removal,0.25,20,30,1.6174263264991362,1.627978037891864,0.3065988843413972,0.0955268499356136,0.993,0.2388739212652262,0.993,0.0590610208147027,1.3728267018235027e-16
openai,CP01,context_removal,0.25,25,30,1.82598976842113,1.8461902370807808,0.2806703627427785,0.0884002689884837,1.0,0.1407284464966111,1.0,0.0484122477120561,1.2160232700374086e-16
