provider,scenario_id,perturbation_family,lambda,sample_size,reference_n,median_rho,mean_rho,sd_rho,median_mmd2,exceedance_rate,relative_deviation_vs_reference,exceedance_agreement_vs_reference,theta,rho_reconstruction_relative_error
openai,EX04,context_removal,0.25,20,30,3.74690408234733,3.768221781549465,0.4785530272096377,0.2479573889599335,1.0,0.3185071539219912,1.0,0.0661766043406681,4.740865526206406e-16
openai,EX04,context_removal,0.25,25,30,4.439627552522923,4.470293754008397,0.4585611305344768,0.2393048099290774,1.0,0.1925135125423989,1.0,0.0539020012597874,2.0005696630912132e-16
openai,EX04,context_removal,0.25,30,30,5.498082780928314,5.514715944380494,0.4060600241315368,0.2359773048890524,1.0,0.0,1.0,0.042919925779875,1.776976267180136e-15
openai,EX04,context_removal,0.5,3,30,1.7810199966238014,1.817790746751316,0.3221246181366197,0.7703071822893182,1.0,0.8678754040012324,1.0,0.4325090025656951,2.493454372729685e-16
openai,EX04,context_removal,0.5,5,30,2.5620572948249976,2.6063889703164005,0.3978381151650839,0.6851535319950512,1.0,0.8099343153663925,1.0,0.2674231889267141,0.0
openai,EX04,context_removal,0.5,7,30,3.2957680974256767,3.345197082069544,0.4474232979573843,0.6410275525269442,1.0,0.7555041329106574,1.0,0.1945001995218203,0.0
openai,EX04,context_removal,0.5,10,30,4.517591949043992,4.551419421626118,0.4957244776860649,0.6220973658804514,1.0,0.6648633859888097,1.0,0.1377055238492929,3.932087845552676e-16
openai,EX04,context_removal,0.5,15,30,6.616860796305869,6.649343967814041,0.5988223210994766,0.6019659400154707,1.0,0.5091295655583472,1.0,0.0909745510063537,4.026887282543348e-16
openai,EX04,context_removal,0.5,20,30,8.94769810014378,8.98513291408712,0.6796073518704577,0.5921282769329631,1.0,0.3362168876028901,1.0,0.0661766043406681,7.941067387473461e-16
openai,EX04,context_removal,0.5,25,30,10.85909760103004,10.89193082855301,0.6677660713851247,0.5853270925708756,1.0,0.1944201153456571,1.0,0.0539020012597874,0.0
openai,EX04,context_removal,0.5,30,30,13.479851977298871,13.508827725189027,0.6481679678147811,0.57855424638937,1.0,0.0,1.0,0.042919925779875,1.97667990982962e-15
openai,EX04,context_removal,0.75,3,30,1.6621836667110577,1.681802001570932,0.2876456279151189,0.7189093997701894,0.999,0.8430364423737412,0.999,0.4325090025656951,1.3358608279696805e-16
openai,EX04,context_removal,0.75,5,30,2.2310739472628,2.24870990278591,0.340428117814717,0.5966409097083294,1.0,0.7893149168150834,1.0,0.2674231889267141,1.990472841094733e-16
openai,EX04,context_removal,0.75,7,30,2.8218636971688014,2.8455556081497524,0.3687813537520479,0.5488530521227133,1.0,0.7335253775412063,1.0,0.1945001995218203,1.5737443672265989e-16
openai,EX04,context_removal,0.75,10,30,3.714578861301369,3.741334858840308,0.4203245388607944,0.5115180279750151,1.0,0.6492243758435909,1.0,0.1377055238492929,3.586591318412446e-16
openai,EX04,context_removal,0.75,15,30,5.310211577435494,5.323984237404843,0.4549670246274124,0.4830941140059355,1.0,0.4985453667754553,1.0,0.0909745510063537,5.017757240451015e-16
openai,EX04,context_removal,0.75,20,30,7.104480563628811,7.132016421800494,0.4791881477675225,0.4701503993052309,1.0,0.3291087100137926,1.0,0.0661766043406681,7.500999503725549e-16
openai,EX04,context_removal,0.75,25,30,8.572841252659067,8.584074244114765,0.4508499491060853,0.4620933000007864,1.0,0.1904482705902842,1.0,0.0539020012597874,0.0
openai,EX04,context_removal,0.75,30,30,10.589615142827192,10.60757221992904,0.4247670069300964,0.4545054959675844,1.0,0.0,1.0,0.042919925779875,1.8451969188547896e-15
openai,EX04,context_removal,1.0,3,30,1.9561266480934452,1.973629412605269,0.1761557258727663,0.8460423854590726,1.0,0.8551525430789513,1.0,0.4325090025656951,2.270247738217246e-16
openai,EX04,context_removal,1.0,5,30,2.73262448059855,2.73800239747752,0.208814116663036,0.7307671527408699,1.0,0.7976543558052928,1.0,0.2674231889267141,0.0
openai,EX04,context_removal,1.0,7,30,3.48294932924036,3.4890070962956834,0.2389089345925142,0.6774343394616401,1.0,0.7420942281947592,1.0,0.1945001995218203,1.275037813848758e-16
openai,EX04,context_removal,1.0,10,30,4.637189932979393,4.65432819842482,0.2617303882441983,0.638566668909595,1.0,0.6566249073358226,1.0,0.1377055238492929,3.830675182758671e-16
openai,EX04,context_removal,1.0,15,30,6.693957204349802,6.707701835810153,0.3026768377031152,0.6089797511214702,1.0,0.5043252037216338,1.0,0.0909745510063537,5.307344475539687e-16
openai,EX04,context_removal,1.0,20,30,8.986073150084763,9.00846009857426,0.2922522142812936,0.594667807429461,1.0,0.3345983785022712,1.0,0.0661766043406681,9.883943796871355e-16
openai,EX04,context_removal,1.0,25,30,10.845287722904413,10.861636697998536,0.2712078298869232,0.5845827125027505,1.0,0.1969270763879843,1.0,0.0539020012597874,1.6379066049568437e-16
openai,EX04,context_removal,1.0,30,30,13.504735876444563,13.511820321455785,0.2528407144978614,0.5796222614938169,1.0,0.0,1.0,0.042919925779875,1.8415018241845727e-15
openai,EX04,surface,0.25,3,30,1.2096780412893235,1.232894745428882,0.2864232523795369,0.5231966430636691,0.769,0.808028148536278,0.769,0.4325090025656951,1.8355677903218549e-16
openai,EX04,surface,0.25,5,30,1.518625343806759,1.5645050172890087,0.346796610837487,0.406115632225731,0.971,0.7589992469239278,0.971,0.2674231889267141,0.0
openai,EX04,surface,0.25,7,30,1.861313159842993,1.8922801813617929,0.3759563190784237,0.3620257809620519,0.999,0.7046158388822167,0.999,0.1945001995218203,1.1929459787613674e-16
openai,EX04,surface,0.25,10,30,2.341020075031812,2.3841287860213964,0.4012942864936734,0.3223713957739668,1.0,0.6284879589625358,1.0,0.1377055238492929,3.793980364256619e-16
openai,EX04,surface,0.25,15,30,3.25476939909651,3.2835071117280963,0.4452608433582999,0.2961011847120248,1.0,0.4834790032510963,1.0,0.0909745510063537,5.457704130723819e-16
openai,EX04,surface,0.25,20,30,4.31374079337599,4.330612251449209,0.4487782960947041,0.2854687177114428,1.0,0.3154237916426642,1.0,0.0661766043406681,6.176855278814922e-16
openai,EX04,surface,0.25,25,30,5.120136492324214,5.131565379911598,0.3947655801826991,0.2759856036595432,1.0,0.1874514964900837,1.0,0.0539020012597874,0.0
openai,EX04,surface,0.25,30,30,6.301330283924064,6.309858564290261,0.2942391412524353,0.2704526281005,1.0,0.0,1.0,0.042919925779875,1.973313144293453e-15
openai,EX04,surface,0.5,3,30,1.0228614086410737,1.0442863171864434,0.1770333728125999,0.4423967676142926,0.56,0.7925335377754169,0.56,0.4325090025656951,0.0
openai,EX04,surface,0.5,5,30,1.263615255109489,1.2861959153750997,0.2042083266554891,0.3379200210978229,0.952,0.7437015568522911,0.952,0.2674231889267141,0.0
openai,EX04,surface,0.5,7,30,1.5106755109790142,1.5425401496962146,0.2228808109035567,0.2938266882981461,1.0,0.6935904500996686,1.0,0.1945001995218203,1.469836528832934e-16
openai,EX04,surface,0.5,10,30,1.911640485106921,1.933038056836608,0.2303959192783316,0.2632434544131651,1.0,0.6122629271766887,1.0,0.1377055238492929,4.646158242722339e-16
openai,EX04,surface,0.5,15,30,2.615997051331843,2.6407676633331145,0.2533463478968272,0.2379891571788597,1.0,0.4693986410624224,1.0,0.0909745510063537,5.092771908408347e-16
openai,EX04,surface,0.5,20,30,3.3911383244574997,3.408571557221326,0.2662943989182683,0.2244140191621003,1.0,0.3121771286453182,1.0,0.0661766043406681,6.547789670613129e-16
openai,EX04,surface,0.5,25,30,4.0294060057669165,4.045387444417302,0.2416636893829034,0.2171930475990432,1.0,0.1827176176354363,1.0,0.0539020012597874,2.2042415642130813e-16
openai,EX04,surface,0.5,30,30,4.93024943729856,4.946919178700319,0.2110810752420803,0.2116059399251251,1.0,0.0,1.0,0.042919925779875,1.9816365765977654e-15
openai,EX04,surface,0.75,3,30,1.5618131018175156,1.5916404339306571,0.3170864997075207,0.6754982268611281,0.986,0.8510839922137056,0.986,0.4325090025656951,1.4217104765393068e-16
openai,EX04,surface,0.75,5,30,2.1574386793240947,2.181372415219674,0.3776713817134559,0.5769491315386879,1.0,0.7942921884860598,1.0,0.2674231889267141,0.0
openai,EX04,surface,0.75,7,30,2.7571003494106927,2.766766770246134,0.4303315023142638,0.5362565680620602,1.0,0.7371155507514686,1.0,0.1945001995218203,1.6107110861778498e-16
openai,EX04,surface,0.75,10,30,3.610397816381324,3.619299217543595,0.4535642346326463,0.4971717226091336,1.0,0.6557552061061649,1.0,0.1377055238492929,2.460056937964637e-16
openai,EX04,surface,0.75,15,30,5.220400431777632,5.2339373956336095,0.536446509432097,0.4749235853543452,1.0,0.502244416798979,1.0,0.0909745510063537,3.402721424562008e-16
openai,EX04,surface,0.75,20,30,6.997078419194567,7.007463568287405,0.536541858601865,0.4630428900876667,1.0,0.3328414372106878,1.0,0.0661766043406681,7.616136620081185e-16
openai,EX04,surface,0.75,25,30,8.387336788277707,8.431862373066847,0.4973211475873079,0.4520942381280061,1.0,0.2002828577786042,1.0,0.0539020012597874,2.11790331572582e-16
openai,EX04,surface,0.75,30,30,10.48787920811598,10.493794133708604,0.3859117891309999,0.450138997200633,1.0,0.0,1.0,0.042919925779875,2.0324683045841654e-15
openai,EX04,surface,1.0,3,30,0.9448744740816512,0.9807740629400664,0.2191354525454605,0.4086667163348407,0.396,0.8007868877844952,0.396,0.4325090025656951,1.174995256067439e-16
openai,EX04,surface,1.0,5,30,1.1765544589148436,1.2183436106524512,0.2456245869654433,0.314637945348952,0.839,0.7519405149776532,0.839,0.2674231889267141,1.8872446000487464e-16
openai,EX04,surface,1.0,7,30,1.408742474455804,1.4556543414928016,0.2595521374051299,0.2740006923565167,0.995,0.7029870312463744,0.995,0.1945001995218203,0.0
openai,EX04,surface,1.0,10,30,1.8145261139197668,1.853113158189944,0.2914573873421252,0.2498702690555433,1.0,0.6174334218292945,1.0,0.1377055238492929,2.447411511156124e-16
openai,EX04,surface,1.0,15,30,2.480208367982877,2.525084738837917,0.3362095610356994,0.2256358426794436,1.0,0.4770839497923509,1.0,0.0909745510063537,5.371595575389921e-16
openai,EX04,surface,1.0,20,30,3.2409703974050856,3.2812029241722254,0.3553828135844936,0.2144764156688944,1.0,0.3166882827553291,1.0,0.0661766043406681,8.221411899453823e-16
openai,EX04,surface,1.0,25,30,3.8449811333860007,3.881959451935606,0.3287835016390394,0.207252177895631,1.0,0.1893413580293917,1.0,0.0539020012597874,0.0
openai,EX04,surface,1.0,30,30,4.743033546203048,4.765989388541283,0.30653835353478,0.2035706477744925,1.0,0.0,1.0,0.042919925779875,1.685336124957469e-15
openai,EX05,semantic,0.25,3,30,0.8335418792304328,0.8554777776121614,0.1975891729229056,0.3623603537102764,0.212,0.6896371394703885,0.212,0.4347236326563765,1.3319343062284638e-16
openai,EX05,semantic,0.25,5,30,0.9839211637425136,1.006057544116524,0.2187678666130367,0.2527526572180595,0.47,0.6336445780064633,0.47,0.2568830375155985,2.256731668220718e-16
openai,EX05,semantic,0.25,7,30,1.1134806243782085,1.1434349868983344,0.232896538475582,0.200524426993933,0.694,0.5854041166529294,0.694,0.1800879356171197,1.9941487984941435e-16
openai,EX05,semantic,0.25,10,30,1.319933676075952,1.3366129758348568,0.2337223753718091,0.1677827539017765,0.951,0.508532922431546,0.951,0.127114533815502,1.6822406227648544e-16
openai,EX05,semantic,0.25,15,30,1.584946409349996,1.5954501736157658,0.223601418810944,0.1400488582140219,1.0,0.4098574844899747,1.0,0.0883618886972067,1.120767761560313e-15
openai,EX05,semantic,0.25,20,30,1.9025924093622792,1.9162298587287525,0.2229575253978667,0.1258010986248722,1.0,0.2915844574758789,1.0,0.0661208874826946,1.0503570993406392e-15
openai,EX05,semantic,0.25,25,30,2.292673527188652,2.298593928326096,0.212256887809998,0.1182135860774616,1.0,0.1463407755639921,1.0,0.051561456385122,7.747971171361998e-16
openai,EX05,semantic,0.25,30,30,2.685701110654976,2.688080970534094,0.1952361355457818,0.1122477463854454,1.0,0.0,1.0,0.0417945786819408,1.6535317652743579e-15
openai,EX05,semantic,0.5,3,30,1.184727610105685,1.2171508580467405,0.197867902774149,0.5150290903734507,0.891,0.8351386341962548,0.891,0.4347236326563765,1.874224952900554e-16
openai,EX05,semantic,0.5,5,30,1.6474334656924827,1.6802606594865397,0.2411989081276141,0.4231977127719345,1.0,0.7707505683938335,1.0,0.2568830375155985,1.3478213812519404e-16
openai,EX05,semantic,0.5,7,30,2.1055527395957667,2.133604116207448,0.2673347155391581,0.3791846462067724,1.0,0.7070007506699282,1.0,0.1800879356171197,0.0
openai,EX05,semantic,0.5,10,30,2.761143501360146,2.783886548815201,0.3076228349796293,0.350981468973098,1.0,0.6157716888409802,1.0,0.127114533815502,3.216705032761269e-16
openai,EX05,semantic,0.5,15,30,3.687391259087333,3.7036467187834408,0.3048451764477831,0.3258248560185281,1.0,0.4868792167579344,1.0,0.0883618886972067,1.0839107129737606e-15
openai,EX05,semantic,0.5,20,30,4.72718921964789,4.735819703467104,0.3294025893228865,0.3125659465017453,1.0,0.3421856091508066,1.0,0.0661208874826946,9.394360775834166e-16
openai,EX05,semantic,0.5,25,30,5.954135276311247,5.960455912203646,0.3504922113033835,0.3070038863606392,1.0,0.1714493142053413,1.0,0.051561456385122,1.6408701118316113e-15
openai,EX05,semantic,0.5,30,30,7.186205235713089,7.196488957578215,0.3508122661410027,0.3003444201485863,1.0,0.0,1.0,0.0417945786819408,2.224708456022247e-15
openai,EX05,semantic,0.75,3,30,2.376747647777618,2.3817524784364785,0.2350593506584804,1.0332283713493842,1.0,0.8763029183864779,1.0,0.4347236326563765,0.0
openai,EX05,semantic,0.75,5,30,3.595300437146542,3.610171871199094,0.300767263461708,0.9235716970753632,1.0,0.8128837228408784,1.0,0.2568830375155985,4.940774409412304e-16
openai,EX05,semantic,0.75,7,30,4.893127982746022,4.9182288235222185,0.3497227085091898,0.8811933171230923,1.0,0.7453386976134813,1.0,0.1800879356171197,0.0
openai,EX05,semantic,0.75,10,30,6.687861020333653,6.707653050717792,0.4061683796945229,0.8501243358225804,1.0,0.6519323827981302,1.0,0.127114533815502,6.640227847137698e-16
openai,EX05,semantic,0.75,15,30,9.357435779902715,9.365459103065255,0.4287243670919872,0.8268406988750241,1.0,0.5129952065200409,1.0,0.0883618886972067,9.491685976704177e-16
openai,EX05,semantic,0.75,20,30,12.303303629662958,12.33346327840365,0.4493779196422632,0.8135053549623733,1.0,0.3596784435161217,1.0,0.0661208874826946,1.0106633348316698e-15
openai,EX05,semantic,0.75,25,30,15.646060205083822,15.663846587953604,0.4790812657595857,0.806733650863424,1.0,0.1857057319787375,1.0,0.051561456385122,1.8165409731178867e-15
openai,EX05,semantic,0.75,30,30,19.214258063124767,19.223399826594427,0.4754044116108017,0.8030518204343853,1.0,0.0,1.0,0.0417945786819408,2.218798353053492e-15
openai,EX05,semantic,1.0,3,30,2.3176082971596825,2.317516323657051,0.2180011015117385,1.0075190980158162,1.0,0.8708165971857308,1.0,0.4347236326563765,1.9161530030519431e-16
openai,EX05,semantic,1.0,5,30,3.487554514946331,3.4835413245550733,0.271218047127685,0.8958935973006535,1.0,0.8056038372432555,1.0,0.2568830375155985,2.546708347908916e-16
openai,EX05,semantic,1.0,7,30,4.713114115188697,4.710698119572184,0.3249303195149619,0.8487749913322401,1.0,0.7372911893704317,1.0,0.1800879356171197,0.0
openai,EX05,semantic,1.0,10,30,6.370051037587008,6.3674689854487445,0.3608830818611664,0.8097260680238278,1.0,0.6449335851340551,1.0,0.127114533815502,5.57721383680825e-16
openai,EX05,semantic,1.0,15,30,8.8236034121629,8.821583923943958,0.3992104169231036,0.7796702626138323,1.0,0.5081726643524077,1.0,0.0883618886972067,1.207912520377988e-15
openai,EX05,semantic,1.0,20,30,11.541066222202272,11.55246867666468,0.4201388052469827,0.7631055411085643,1.0,0.3567013854256198,1.0,0.0661208874826946,9.234970869413929e-16
openai,EX05,semantic,1.0,25,30,14.668652529315718,14.679999551447972,0.4220712110358524,0.7563370876188232,1.0,0.1823698375780452,1.0,0.051561456385122,1.6953837921991889e-15
openai,EX05,semantic,1.0,30,30,17.94044936633057,17.95277490433854,0.4306224693612098,0.7498135226304796,1.0,0.0,1.0,0.0417945786819408,2.178309454173871e-15
openai,EX05,context_removal,0.25,3,30,0.7488064983620186,0.7859478512756873,0.2105580287569014,0.3255238811246378,0.136,0.7295254842300741,0.136,0.4347236326563765,1.482656770545823e-16
openai,EX05,context_removal,0.25,5,30,0.8957434944955083,0.9356823729518348,0.2330682566577954,0.2301013097008429,0.323,0.6764507406683814,0.323,0.2568830375155985,2.478886045944314e-16
openai,EX05,context_removal,0.25,7,30,1.0543720871683184,1.1104606694793908,0.2774971312674744,0.1898796925504562,0.597,0.6191529048666143,0.597,0.1800879356171197,2.105941608539419e-16
openai,EX05,context_removal,0.25,10,30,1.2747338676174724,1.3126215072368232,0.274006995491505,0.1620372013210269,0.897,0.5395565792583817,0.897,0.127114533815502,1.741889900046677e-16
openai,EX05,context_removal,0.25,15,30,1.571204096221065,1.5931928079027655,0.2921051483526333,0.1388345614708811,0.996,0.4324693121243987,0.996,0.0883618886972067,9.892490976910813e-16
